Column1,Unnamed: 0,entire,campus,number,class_,seperate,major,class_name,prof,time,place,day1,day2,place1,place2,place1_지번,place2_지번
110,110,선택교양(외국어),서울,CHIN103,10,교양,중어중문학과,교양중국어Ⅰ(외국어강의),최수경,3(5),월(1) 교양관 310호 화(7-8) 교양관 310호,월(1),화(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
111,111,선택교양(외국어),서울,CHIN103,11,교양,중어중문학과,교양중국어Ⅰ(외국어강의),조경환,3(5),화(2) 정경관 509A호 목(2) 정경관 509A호,화(2),목(2),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
112,112,사회의이해,서울,GESO108,0,교양,교양교육원,일본과동아시아,서승원,3(3),월(6) 교양관 209호 수(6) 교양관 209호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
113,113,사회의이해,서울,GESO119,0,교양,교양교육원,현대사회와고등교육,변기용,3(3),월(6) 교양관 105호 수(6) 교양관 105호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
114,114,사회의이해,서울,GESO120,0,교양,교양교육원,동아시아공동체,박홍규,3(3),화(2) 교양관 103호 목(2) 교양관 103호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
115,115,사회의이해,서울,GESO143,0,교양,교양교육원,중국의대외정책과동아시아국제관계,이정남,3(3),화(5) 교양관 103호 목(5) 교양관 103호,화(5),목(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
116,116,사회의이해,서울,GESO146,0,교양,교양교육원,글로벌시대와‘세계시민’의로고스 책임교원 김은기,김은기,3(3),금(6-8) 교양관 605호,금(6-8),,교양관,미정,서울 성북구 안암동5가 1-2,미정
117,117,사회의이해,서울,GESO148,0,교양,교양교육원,세계화와지역주의,김영근,3(3),월(6) 아산이학관 331호 수(6) 아산이학관 331호,월(6),수(6),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
118,118,사회의이해,서울,GESO151,0,교양,교양교육원,법학적사고의이해,윤재왕,3(3),화(1) 법학관신관 202호 목(1) 법학관신관 202호,화(1),목(1),법학관신관,법학관신관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
119,119,사회의이해,서울,GESO153,0,교양,교양교육원,스트레스관리와감정조절(영강),정지선,3(3),월(5) 교양관 602호 수(5) 교양관 602호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
120,120,글쓰기,서울,GEWR001,2,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),엄상희,2(3),월(2) 교양관 303호 수(2) 교양관 303호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
121,121,글쓰기,서울,GEWR001,3,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),김영애,2(3),월(2) 교양관 305호 수(2) 교양관 305호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
122,122,글쓰기,서울,GEWR001,4,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),황정현,2(3),월(3-4) 교양관 303호 수(3-4) 교양관 303호,월(3-4),수(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
123,123,글쓰기,서울,GEWR001,5,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),김혜진,2(3),월(5) 교양관 303호 수(5) 교양관 303호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
124,124,글쓰기,서울,GEWR001,6,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),김혜진,2(3),월(6) 교양관 303호 수(6) 교양관 303호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
125,125,글쓰기,서울,GEWR001,7,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),유승미,2(3),화(1) 교양관 303호 목(1) 교양관 303호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
126,126,글쓰기,서울,GEWR001,8,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),유승미,2(3),화(2) 교양관 306호 목(2) 교양관 306호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
127,127,글쓰기,서울,GEWR001,9,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),박진희,2(3),화(2) 교양관 303호 목(2) 교양관 303호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
128,128,글쓰기,서울,GEWR001,10,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),박진희,2(3),화(3-4) 교양관 303호 목(3-4) 교양관 303호,화(3-4),목(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
129,129,글쓰기,서울,GEWR001,11,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),신철규,2(3),화(5) 교양관 303호 목(5) 교양관 303호,화(5),목(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
130,130,문학과예술,서울,GELA053,0,교양,교양교육원,한국시속에살아있는독일문학,김재혁,3(3),월(2) 교양관 103호 수(2) 교양관 103호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
131,131,문학과예술,서울,GELA061,0,교양,교양교육원,중남미문학의이해,송상기,3(3),화(2) 교양관 406호 목(2) 교양관 406호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
132,132,문학과예술,서울,GELA077,0,교양,교양교육원,어떻게영화를읽을것인가,편장완,3(3),금(5-6) 교양관 602호,금(5-6),,교양관,미정,서울 성북구 안암동5가 1-2,미정
133,133,문학과예술,서울,GELA107,0,교양,교양교육원,한국고전문학과배경사상,장효현,3(3),월(2) 교양관 209호 수(2) 교양관 209호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
134,134,문학과예술,서울,GELA131,0,교양,교양교육원,한국의젊은시인들 ?,오형엽,3(3),미정,미정,,미정,미정,미정,미정
135,135,문학과예술,서울,GELA134,0,교양,교양교육원,클래식음악의이해와감상,류경선,3(3),월(5) 교양관 606호 수(5) 교양관 606호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
136,136,문학과예술,서울,GELA137,0,교양,교양교육원,문학의창으로본베트남,최귀묵,3(3),월(6) 교양관 409호 수(6) 교양관 409호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
137,137,문학과예술,서울,GELA138,0,교양,교양교육원,사진과탈근대사회,김승현,3(3),월(5) 교양관 605호 수(5) 교양관 605호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
138,138,문학과예술,서울,GELA140,0,교양,교양교육원,동서양의사랑시,김재혁 김준연손주경 장성현김종훈,3(3),월(6) 본교대강당101(김양현홀) 수(6) 본교대강당101(김양현홀),월(6),수(6),강당,강당,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
139,139,문학과예술,서울,GELA141,0,교양,교양교육원,포르투갈어권문화와문학(영강),Sebastian Patron Saade,3(3),화(2) 교양관 605호 목(2) 교양관 605호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
140,140,ACADEMIC ENGLISH,서울,IFLS011,2,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",David M. Docherty,1(2),월(2) 국제관 412호 수(2) 국제관 412호,월(2),수(2),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
141,141,ACADEMIC ENGLISH,서울,IFLS011,3,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Anthony Hanf,1(2),월(3) 국제관 112호 수(3) 국제관 112호,월(3),수(3),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
142,142,ACADEMIC ENGLISH,서울,IFLS011,4,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",David M. Docherty,1(2),월(4) 국제관 511호 수(4) 국제관 511호,월(4),수(4),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
143,143,ACADEMIC ENGLISH,서울,IFLS011,5,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Paulette M. Hawkins,1(2),월(5) 국제관 412호 수(5) 국제관 412호,월(5),수(5),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
144,144,ACADEMIC ENGLISH,서울,IFLS011,6,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Paulette M. Hawkins,1(2),월(6) 국제관 412호 수(6) 국제관 412호,월(6),수(6),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
145,145,ACADEMIC ENGLISH,서울,IFLS011,7,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Anthony Hanf,1(2),화(1) 국제관 512A호 목(1) 국제관 512A호,화(1),목(1),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
146,146,ACADEMIC ENGLISH,서울,IFLS011,8,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Anthony Hanf,1(2),화(2) 국제관 512A호 목(2) 국제관 512A호,화(2),목(2),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
147,147,ACADEMIC ENGLISH,서울,IFLS011,9,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",David M. Docherty,1(2),화(3) 국제관 217호 목(3) 국제관 217호,화(3),목(3),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
148,148,ACADEMIC ENGLISH,서울,IFLS011,10,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Declan Flynn,1(2),화(3) 국제관 317호 목(3) 국제관 317호,화(3),목(3),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
149,149,ACADEMIC ENGLISH,서울,IFLS011,11,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Declan Flynn,1(2),화(4) 국제관 411호 목(4) 국제관 411호,화(4),목(4),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
150,150,과학과기술,서울,GEST030,0,교양,교양교육원,바이오산업과생명공학기술,김승욱,3(3),월(6) 교양관 605호 수(6) 교양관 605호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
151,151,과학과기술,서울,GEST045,0,교양,교양교육원,인간과식량,서용원,3(3),화(1) 교양관 105호 목(1) 교양관 105호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
152,152,과학과기술,서울,GEST065,0,교양,교양교육원,性의과학적이해,고용,3(3),월(5) 교양관 404호 수(5) 교양관 404호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
153,153,과학과기술,서울,GEST071,0,교양,교양교육원,생활속의생물학,정남현,3(3),월(2) 교양관 605호 수(2) 교양관 605호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
154,154,과학과기술,서울,GEST078,0,교양,교양교육원,곰팡이와인간,신현동,3(3),월(6) 아산이학관 231호 수(6) 아산이학관 231호,월(6),수(6),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
155,155,과학과기술,서울,GEST083,0,교양,교양교육원,생명과유전의이해,홍기창,3(3),화(6) 교양관 605호 목(6) 교양관 605호,화(6),목(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
156,156,과학과기술,서울,GEST087,0,교양,교양교육원,생명공학에서바라본인체의신비(영강),김익환,3(3),화(2) 본교대강당101(김양현홀) 목(2) 본교대강당101(김양현홀),화(2),목(2),강당,강당,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
157,157,과학과기술,서울,GEST109,0,교양,교양교육원,빛과첨단사고,정지채,3(3),화(1) 교양관 403호 목(1) 교양관 403호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
158,158,정보보호대학원(관),서울,ITCS302,0,전공선택,융합보안융합전공,해킹과보안,김예준,3(3),화(5-6) 정보통신관 202호,화(5-6),,우정정보관,미정,서울 성북구 안암동5가 126-16,미정
159,159,1학년세미나,서울,GEKS005,26,교양,교양교육원,1학년세미나Ⅰ 수학과,허야용,1(1),월(7-8) 아산이학관 535호,월(7-8),,아산이학관,미정,서울 성북구 안암동5가 126-16,미정
160,160,1학년세미나,서울,GEKS005,30,교양,교양교육원,1학년세미나Ⅰ 화공생명공학과,조진한,1(1),미정,미정,,미정,미정,미정,미정
161,161,1학년세미나,서울,GEKS005,36,교양,교양교육원,1학년세미나Ⅰ 전기전자공학부,이재성,1(1),미정,미정,,미정,미정,미정,미정
162,162,1학년세미나,서울,GEKS005,40,교양,교양교육원,1학년세미나Ⅰ 정보보호학부,김승주,1(1),미정,미정,,미정,미정,미정,미정
